code,module,category,text_ru,text_kz,text_en,type,is_reverse,options
C_099,BIG5,Conscientiousness,"Я системно подхожу к задачам","Мен тапсырмаларға жүйелі түрде қараймын","I approach tasks systematically",scale,FALSE,
C_100,BIG5,Conscientiousness,"Я считаю ответственность одной из своих сильных сторон","Мен жауапкершілікті өз күшті тұстарымның бірі деп санаймын","I consider responsibility one of my strengths",scale,FALSE,
E_001,BIG5,Extraversion,"Мне нравится общаться с людьми","Маған адамдармен сөйлесу ұнайды","I like interacting with people",scale,FALSE,
E_002,BIG5,Extraversion,"Я легко начинаю разговор","Мен әңгімені оңай бастаймын","I easily start conversations",scale,FALSE,
E_003,BIG5,Extraversion,"Мне комфортно быть в центре внимания","Назардың ортасында болу маған ыңғайлы","I am comfortable being the center of attention",scale,FALSE,
E_004,BIG5,Extraversion,"Я люблю работать в команде","Мен командада жұмыс істегенді ұнатамын","I like working in a team",scale,FALSE,
E_005,BIG5,Extraversion,"Я получаю удовольствие от встреч с людьми","Адамдармен кездесуден ләззат аламын","I enjoy meeting people",scale,FALSE,
E_006,BIG5,Extraversion,"Мне нравится делиться своими мыслями вслух","Ойларымды дауыстап бөліскенді ұнатамын","I like sharing my thoughts aloud",scale,FALSE,
E_007,BIG5,Extraversion,"Я чувствую себя энергично среди людей","Адамдардың арасында өзімді қуатты сезінемін","I feel energized around others",scale,FALSE,
E_008,BIG5,Extraversion,"Мне легко заводить новые знакомства","Жаңа таныстар табу маған оңай","I easily make new acquaintances",scale,FALSE,
E_009,BIG5,Extraversion,"Я люблю активное общение","Белсенді қарым-қатынасты ұнатамын","I enjoy active communication",scale,FALSE,
E_010,BIG5,Extraversion,"Я часто проявляю инициативу в разговорах","Әңгімеде жиі бастама көтеремін","I often take initiative in conversations",scale,FALSE,
E_011,BIG5,Extraversion,"Мне нравится проводить время в компании","Компанияда уақыт өткізуді ұнатамын","I like spending time in groups",scale,FALSE,
E_012,BIG5,Extraversion,"Я чувствую себя уверенно среди незнакомых людей","Бейтаныс адамдардың арасында өзімді сенімді сезінемін","I feel confident among strangers",scale,FALSE,
E_013,BIG5,Extraversion,"Мне легко выражать эмоции","Сезімдерімді оңай білдіремін","I express my emotions easily",scale,FALSE,
E_014,BIG5,Extraversion,"Я люблю участвовать в обсуждениях","Талқылауларға қатысқанды ұнатамын","I like participating in discussions",scale,FALSE,
E_015,BIG5,Extraversion,"Мне нравится работать напрямую с людьми","Адамдармен тікелей жұмыс істеуді ұнатамын","I like working directly with people",scale,FALSE,
E_016,BIG5,Extraversion,"Я легко нахожу темы для разговора","Әңгімеге тақырыптарды оңай табамын","I easily find topics to talk about",scale,FALSE,
E_017,BIG5,Extraversion,"Мне нравится быть среди событий","Оқиғалардың ортасында болуды ұнатамын","I like being in the middle of events",scale,FALSE,
E_018,BIG5,Extraversion,"Я люблю выступать перед людьми","Адамдардың алдында сөйлеуді ұнатамын","I like speaking in front of people",scale,FALSE,
E_019,BIG5,Extraversion,"Мне важно иметь широкий круг общения","Кең қарым-қатынас ортасы маңызды","It is important for me to have a wide social circle",scale,FALSE,
E_020,BIG5,Extraversion,"Я часто инициирую встречи","Кездесулерді жиі өзім бастаймын","I often initiate meetings",scale,FALSE,
E_021,BIG5,Extraversion,"Мне нравится шумная атмосфера","Шулы атмосфераны ұнатамын","I like lively environments",scale,FALSE,
E_022,BIG5,Extraversion,"Я люблю делиться впечатлениями","Әсерлеріммен бөліскенді ұнатамын","I like sharing experiences",scale,FALSE,
E_023,BIG5,Extraversion,"Я получаю энергию от общения","Қарым-қатынастан қуат аламын","I gain energy from socializing",scale,FALSE,
E_024,BIG5,Extraversion,"Мне легко поддерживать беседу","Әңгімені жалғастыру оңай","I can easily keep conversations going",scale,FALSE,
E_025,BIG5,Extraversion,"Я люблю знакомиться с новыми людьми","Жаңа адамдармен танысуды ұнатамын","I enjoy meeting new people",scale,FALSE,
E_026,BIG5,Extraversion,"Мне комфортно в больших компаниях","Үлкен компанияларда өзімді ыңғайлы сезінемін","I am comfortable in large groups",scale,FALSE,
E_027,BIG5,Extraversion,"Я часто рассказываю истории","Мен жиі әңгімелер айтып беремін","I often tell stories",scale,FALSE,
E_028,BIG5,Extraversion,"Мне нравится динамичная среда","Қарқынды ортаны ұнатамын","I like dynamic environments",scale,FALSE,
E_029,BIG5,Extraversion,"Я люблю коллективные мероприятия","Ұжымдық іс-шараларды ұнатамын","I like group activities",scale,FALSE,
E_030,BIG5,Extraversion,"Я легко вовлекаю других в разговор","Басқаларды әңгімеге оңай тартамын","I easily involve others in conversation",scale,FALSE,
E_031,BIG5,Extraversion,"Мне нравится работать среди людей","Адамдардың арасында жұмыс істеуді ұнатамын","I like working around people",scale,FALSE,
E_032,BIG5,Extraversion,"Я чувствую себя бодро в активной среде","Белсенді ортада өзімді сергек сезінемін","I feel lively in active settings",scale,FALSE,
E_033,BIG5,Extraversion,"Мне нравится знакомиться первым","Алғаш болып танысуды ұнатамын","I like introducing myself first",scale,FALSE,
E_034,BIG5,Extraversion,"Я люблю совместную деятельность","Бірлескен әрекетті ұнатамын","I like joint activities",scale,FALSE,
E_035,BIG5,Extraversion,"Мне легко выражать своё мнение","Өз пікірімді оңай білдіремін","I easily express my opinion",scale,FALSE,
E_036,BIG5,Extraversion,"Я получаю удовольствие от публичных выступлений","Көпшілік алдында сөйлеуден ләззат аламын","I enjoy public speaking",scale,FALSE,
E_037,BIG5,Extraversion,"Мне нравится обсуждать идеи с другими","Идеяларды басқалармен талқылағанды ұнатамын","I like discussing ideas with others",scale,FALSE,
E_038,BIG5,Extraversion,"Я люблю быть активным участником событий","Оқиғаларға белсенді қатысқанды ұнатамын","I like being an active participant",scale,FALSE,
E_039,BIG5,Extraversion,"Мне комфортно работать в коллективе","Ұжымда жұмыс істеу маған ыңғайлы","I am comfortable working in a group",scale,FALSE,
E_040,BIG5,Extraversion,"Я быстро нахожу общий язык с людьми","Адамдармен тез тіл табысамын","I quickly connect with people",scale,FALSE,
E_041,BIG5,Extraversion,"Мне нравится делиться эмоциями","Сезімдермен бөліскенді ұнатамын","I like sharing emotions",scale,FALSE,
E_042,BIG5,Extraversion,"Я люблю быть вовлеченным в мероприятия","Іс-шараларға қатысқанды ұнатамын","I like being involved in events",scale,FALSE,
E_043,BIG5,Extraversion,"Мне нравится активный отдых с людьми","Адамдармен белсенді демалысты ұнатамын","I like active leisure with others",scale,FALSE,
E_044,BIG5,Extraversion,"Я часто поддерживаю разговоры","Әңгімелерді жиі қолдаймын","I often keep conversations going",scale,FALSE,
E_045,BIG5,Extraversion,"Мне нравится заводить новые контакты","Жаңа байланыстар орнатуды ұнатамын","I like making new contacts",scale,FALSE,
E_046,BIG5,Extraversion,"Я чувствую себя уверенно на встречах","Кездесулерде өзімді сенімді сезінемін","I feel confident at meetings",scale,FALSE,
E_047,BIG5,Extraversion,"Мне нравится работать в живой атмосфере","Жанды атмосферада жұмыс істегенді ұнатамын","I like working in a lively atmosphere",scale,FALSE,
E_048,BIG5,Extraversion,"Я люблю обмениваться мнениями","Пікір алмасуды ұнатамын","I like exchanging opinions",scale,FALSE,
E_049,BIG5,Extraversion,"Мне комфортно проявлять инициативу","Бастама көтеру маған ыңғайлы","I am comfortable taking initiative",scale,FALSE,
E_050,BIG5,Extraversion,"Я часто улыбаюсь людям","Мен адамдарға жиі күлімдеймін","I often smile at people",scale,FALSE,
E_051,BIG5,Extraversion,"Мне нравится находиться среди друзей","Достардың арасында болуды ұнатамын","I like being among friends",scale,FALSE,
E_052,BIG5,Extraversion,"Я люблю общение один на один","Жеке сөйлесуді ұнатамын","I like one-on-one communication",scale,FALSE,
E_053,BIG5,Extraversion,"Мне легко поддерживать социальные связи","Әлеуметтік байланыстарды сақтау оңай","I easily maintain social connections",scale,FALSE,
E_054,BIG5,Extraversion,"Я люблю участвовать в групповых проектах","Топтық жобаларға қатысқанды ұнатамын","I like participating in group projects",scale,FALSE,
E_055,BIG5,Extraversion,"Мне нравится быть среди людей большую часть дня","Күннің көп бөлігінде адамдар арасында болғанды ұнатамын","I like being around people most of the day",scale,FALSE,
E_056,BIG5,Extraversion,"Я часто проявляю энтузиазм","Мен жиі ынта танытамын","I often show enthusiasm",scale,FALSE,
E_057,BIG5,Extraversion,"Мне нравится активное обсуждение задач","Тапсырмаларды белсенді талқылауды ұнатамын","I like active task discussions",scale,FALSE,
E_058,BIG5,Extraversion,"Я люблю рассказывать о своих идеях","Идеяларым туралы айтуды ұнатамын","I like talking about my ideas",scale,FALSE,
E_059,BIG5,Extraversion,"Мне комфортно выступать лидером группы","Топ көшбасшысы болу маған ыңғайлы","I am comfortable being a group leader",scale,FALSE,
E_060,BIG5,Extraversion,"Я люблю делиться новостями","Жаңалықтармен бөліскенді ұнатамын","I like sharing news",scale,FALSE,
E_061,BIG5,Extraversion,"Мне нравится быть заметным","Көзге түскенді ұнатамын","I like being noticeable",scale,FALSE,
E_062,BIG5,Extraversion,"Я легко поддерживаю контакт глазами","Көзбен байланыс орнату оңай","I easily maintain eye contact",scale,FALSE,
E_063,BIG5,Extraversion,"Мне нравится вовлекать других в активность","Басқаларды белсенділікке тартуды ұнатамын","I like engaging others in activities",scale,FALSE,
E_064,BIG5,Extraversion,"Я люблю оживленные дискуссии","Қызу пікірталастарды ұнатамын","I like lively debates",scale,FALSE,
E_065,BIG5,Extraversion,"Мне комфортно знакомиться в новых местах","Жаңа жерлерде танысу ыңғайлы","I am comfortable meeting people in new places",scale,FALSE,
E_066,BIG5,Extraversion,"Я часто шучу в компании","Компанияда жиі әзілдеймін","I often joke in groups",scale,FALSE,
E_067,BIG5,Extraversion,"Мне нравится проявлять инициативу в делах","Істерде бастама көтеруді ұнатамын","I like taking initiative in activities",scale,FALSE,
E_068,BIG5,Extraversion,"Я люблю активные встречи","Белсенді кездесулерді ұнатамын","I like active meetups",scale,FALSE,
E_069,BIG5,Extraversion,"Мне нравится работать вместе с другими","Басқалармен бірге жұмыс істеуді ұнатамын","I like working together with others",scale,FALSE,
E_070,BIG5,Extraversion,"Я чувствую себя комфортно в центре событий","Оқиғалардың ортасында өзімді жайлы сезінемін","I feel comfortable at the center of events",scale,FALSE,
E_071,BIG5,Extraversion,"Мне нравится поддерживать разговор","Әңгімені қолдауды ұнатамын","I like sustaining conversations",scale,FALSE,
E_072,BIG5,Extraversion,"Я люблю заводить новые дружеские связи","Жаңа достық байланыстар орнатуды ұнатамын","I like making new friends",scale,FALSE,
E_073,BIG5,Extraversion,"Мне комфортно выражать эмоции открыто","Сезімдерімді ашық білдіру ыңғайлы","I am comfortable expressing emotions openly",scale,FALSE,
E_074,BIG5,Extraversion,"Я люблю делиться опытом с другими","Тәжірибеммен бөліскенді ұнатамын","I like sharing experiences with others",scale,FALSE,
E_075,BIG5,Extraversion,"Мне нравится оживленная работа","Қарқынды жұмысты ұнатамын","I like lively work",scale,FALSE,
E_076,BIG5,Extraversion,"Я часто предлагаю идеи вслух","Идеяларды жиі дауыстап ұсынамын","I often suggest ideas aloud",scale,FALSE,
E_077,BIG5,Extraversion,"Мне нравится знакомиться на мероприятиях","Іс-шараларда танысуды ұнатамын","I like meeting people at events",scale,FALSE,
E_078,BIG5,Extraversion,"Я люблю проводить время в компаниях друзей","Достар компаниясында уақыт өткізуді ұнатамын","I like spending time with friends",scale,FALSE,
E_079,BIG5,Extraversion,"Мне комфортно быть открытым и общительным","Ашық әрі көпшіл болу маған ыңғайлы","I am comfortable being open and sociable",scale,FALSE,
E_080,BIG5,Extraversion,"Я часто беру слово первым","Мен жиі бірінші болып сөйлеймін","I often speak first",scale,FALSE,
E_081,BIG5,Extraversion,"Мне нравится участвовать в обсуждении планов","Жоспарларды талқылауға қатысқанды ұнатамын","I like participating in planning discussions",scale,FALSE,
E_082,BIG5,Extraversion,"Я люблю делиться идеями с командой","Идеяларды командамен бөліскенді ұнатамын","I like sharing ideas with the team",scale,FALSE,
E_083,BIG5,Extraversion,"Мне комфортно выступать организатором","Ұйымдастырушы болу маған ыңғайлы","I am comfortable being an organizer",scale,FALSE,
E_084,BIG5,Extraversion,"Я люблю активное взаимодействие","Белсенді өзара әрекеттесуді ұнатамын","I like active interaction",scale,FALSE,
E_085,BIG5,Extraversion,"Мне нравится общаться с разными людьми","Әртүрлі адамдармен сөйлесуді ұнатамын","I like communicating with different people",scale,FALSE,
E_086,BIG5,Extraversion,"Я чувствую себя свободно в компании","Компанияда өзімді еркін сезінемін","I feel free in groups",scale,FALSE,
E_087,BIG5,Extraversion,"Мне нравится быть вовлеченным в жизнь коллектива","Ұжым өміріне қатысқанды ұнатамын","I like being involved in group life",scale,FALSE,
E_088,BIG5,Extraversion,"Я люблю активные дискуссии","Белсенді пікірталастарды ұнатамын","I like active discussions",scale,FALSE,
E_089,BIG5,Extraversion,"Мне легко устанавливать контакты","Байланыс орнату оңай","I easily establish contacts",scale,FALSE,
E_090,BIG5,Extraversion,"Я часто выступаю инициатором идей","Мен жиі идеялардың бастамашысымын","I often initiate ideas",scale,FALSE,
E_091,BIG5,Extraversion,"Мне нравится проводить время вне дома","Үйден тыс уақыт өткізуді ұнатамын","I like spending time outside home",scale,FALSE,
E_092,BIG5,Extraversion,"Я люблю участвовать в мероприятиях","Іс-шараларға қатысуды ұнатамын","I like attending events",scale,FALSE,
E_093,BIG5,Extraversion,"Мне комфортно работать в открытом пространстве","Ашық кеңістікте жұмыс істеу ыңғайлы","I am comfortable working in open spaces",scale,FALSE,
E_094,BIG5,Extraversion,"Я часто делюсь новыми идеями","Мен жаңа идеялармен жиі бөлісемін","I often share new ideas",scale,FALSE,
E_095,BIG5,Extraversion,"Мне нравится быть частью команды","Команданың бір бөлігі болуды ұнатамын","I like being part of a team",scale,FALSE,
E_096,BIG5,Extraversion,"Я чувствую себя уверенно в общении","Қарым-қатынаста өзімді сенімді сезінемін","I feel confident in communication",scale,FALSE,
E_097,BIG5,Extraversion,"Мне нравится проводить презентации","Презентациялар өткізуді ұнатамын","I like giving presentations",scale,FALSE,
E_098,BIG5,Extraversion,"Я люблю работать с людьми каждый день","Күн сайын адамдармен жұмыс істеуді ұнатамын","I like working with people every day",scale,FALSE,
E_099,BIG5,Extraversion,"Мне нравится делиться позитивом","Позитивпен бөліскенді ұнатамын","I like spreading positivity",scale,FALSE,
E_100,BIG5,Extraversion,"Я считаю себя общительным человеком","Мен өзімді көпшіл адаммын деп санаймын","I consider myself a sociable person",scale,FALSE,
A_001,BIG5,Agreeableness,"Мне важно учитывать чувства других","Маған басқалардың сезімдерін ескеру маңызды","It is important for me to consider others' feelings",scale,FALSE,
A_002,BIG5,Agreeableness,"Я стараюсь быть вежливым с людьми","Мен адамдармен сыпайы болуға тырысамын","I try to be polite to people",scale,FALSE,
A_003,BIG5,Agreeableness,"Мне нравится помогать окружающим","Маған айналадағыларға көмектесу ұнайды","I like helping others",scale,FALSE,
A_004,BIG5,Agreeableness,"Я проявляю сочувствие к другим","Мен басқаларға жанашырлық танытамын","I show sympathy to others",scale,FALSE,
A_005,BIG5,Agreeableness,"Мне важно поддерживать гармонию в отношениях","Қарым-қатынаста үйлесімді сақтау маңызды","It is important for me to maintain harmony in relationships",scale,FALSE,
A_006,BIG5,Agreeableness,"Я стараюсь избегать конфликтов","Мен қақтығыстардан аулақ болуға тырысамын","I try to avoid conflicts",scale,FALSE,
A_007,BIG5,Agreeableness,"Мне легко понять точку зрения другого человека","Басқа адамның көзқарасын түсіну оңай","I easily understand others' perspectives",scale,FALSE,
A_008,BIG5,Agreeableness,"Я готов выслушать других","Мен басқаларды тыңдауға дайынмын","I am willing to listen to others",scale,FALSE,
A_009,BIG5,Agreeableness,"Мне нравится сотрудничать","Маған ынтымақтасу ұнайды","I like cooperating",scale,FALSE,
A_010,BIG5,Agreeableness,"Я стараюсь быть доброжелательным","Мен мейірімді болуға тырысамын","I try to be kind",scale,FALSE,
A_011,BIG5,Agreeableness,"Мне важно быть полезным людям","Адамдарға пайдалы болу маңызды","It is important for me to be useful to people",scale,FALSE,
A_012,BIG5,Agreeableness,"Я часто поддерживаю других","Мен басқаларды жиі қолдаймын","I often support others",scale,FALSE,
A_013,BIG5,Agreeableness,"Мне нравится работать в команде","Мен командада жұмыс істегенді ұнатамын","I like working in a team",scale,FALSE,
A_014,BIG5,Agreeableness,"Я стараюсь относиться к людям с уважением","Мен адамдарға құрметпен қарауға тырысамын","I try to treat people with respect",scale,FALSE,
A_015,BIG5,Agreeableness,"Мне важно быть терпеливым","Шыдамды болу мен үшін маңызды","It is important for me to be patient",scale,FALSE,
A_016,BIG5,Agreeableness,"Я проявляю понимание в спорных ситуациях","Даулы жағдайларда түсіністік танытамын","I show understanding in disagreements",scale,FALSE,
A_017,BIG5,Agreeableness,"Мне нравится заботиться о других","Маған басқаларға қамқорлық жасау ұнайды","I like taking care of others",scale,FALSE,
A_018,BIG5,Agreeableness,"Я стараюсь говорить мягко","Мен жұмсақ сөйлеуге тырысамын","I try to speak gently",scale,FALSE,
A_019,BIG5,Agreeableness,"Мне важно поддерживать доверие","Сенімді сақтау маңызды","Maintaining trust is important to me",scale,FALSE,
A_020,BIG5,Agreeableness,"Я обычно уступчив в мелочах","Ұсақ-түйекте жиі ымыраға келемін","I am usually accommodating in small matters",scale,FALSE,
A_021,BIG5,Agreeableness,"Мне нравится помогать коллегам","Әріптестерге көмектескенді ұнатамын","I like helping colleagues",scale,FALSE,
A_022,BIG5,Agreeableness,"Я стараюсь быть внимательным к просьбам","Өтініштерге мұқият болуға тырысамын","I try to be attentive to requests",scale,FALSE,
A_023,BIG5,Agreeableness,"Мне важно сохранять хорошие отношения","Жақсы қарым-қатынасты сақтау маңызды","It is important to maintain good relationships",scale,FALSE,
A_024,BIG5,Agreeableness,"Я готов идти на компромисс","Мен ымыраға келуге дайынмын","I am willing to compromise",scale,FALSE,
A_025,BIG5,Agreeableness,"Мне легко проявлять эмпатию","Эмпатия көрсету оңай","I easily show empathy",scale,FALSE,
A_026,BIG5,Agreeableness,"Я стараюсь не обижать других","Мен басқаларды ренжітпеуге тырысамын","I try not to hurt others",scale,FALSE,
A_027,BIG5,Agreeableness,"Мне важно поддерживать дружелюбную атмосферу","Достық атмосфераны сақтау маңызды","It is important to maintain a friendly atmosphere",scale,FALSE,
A_028,BIG5,Agreeableness,"Я проявляю участие к проблемам людей","Адамдардың мәселелеріне жанашырлық танытамын","I show concern for people's problems",scale,FALSE,
A_029,BIG5,Agreeableness,"Мне нравится делиться ресурсами","Ресурстармен бөліскенді ұнатамын","I like sharing resources",scale,FALSE,
A_030,BIG5,Agreeableness,"Я стараюсь быть тактичным","Мен әдепті болуға тырысамын","I try to be tactful",scale,FALSE,
A_031,BIG5,Agreeableness,"Мне важно проявлять доброту","Мейірімділік көрсету маңызды","Showing kindness is important to me",scale,FALSE,
A_032,BIG5,Agreeableness,"Я поддерживаю людей в трудностях","Қиындықта адамдарды қолдаймын","I support people in difficulties",scale,FALSE,
A_033,BIG5,Agreeableness,"Мне нравится слушать других","Маған басқаларды тыңдау ұнайды","I like listening to others",scale,FALSE,
A_034,BIG5,Agreeableness,"Я стараюсь быть справедливым","Мен әділ болуға тырысамын","I try to be fair",scale,FALSE,
A_035,BIG5,Agreeableness,"Мне важно проявлять уважение","Құрмет көрсету маңызды","Showing respect is important to me",scale,FALSE,
A_036,BIG5,Agreeableness,"Я легко прощаю ошибки","Қателіктерді оңай кешіремін","I easily forgive mistakes",scale,FALSE,
A_037,BIG5,Agreeableness,"Мне нравится поддерживать сотрудничество","Ынтымақтастықты қолдауды ұнатамын","I like supporting cooperation",scale,FALSE,
A_038,BIG5,Agreeableness,"Я стараюсь учитывать интересы всех","Барлығының мүддесін ескеруге тырысамын","I try to consider everyone's interests",scale,FALSE,
A_039,BIG5,Agreeableness,"Мне важно сохранять мир в коллективе","Ұжымда тыныштық сақтау маңызды","It is important to keep peace in the group",scale,FALSE,
A_040,BIG5,Agreeableness,"Я проявляю заботу о близких","Жақындарыма қамқорлық танытамын","I show care for close ones",scale,FALSE,
A_041,BIG5,Agreeableness,"Мне нравится помогать советом","Кеңеспен көмектесуді ұнатамын","I like giving advice to help others",scale,FALSE,
A_042,BIG5,Agreeableness,"Я стараюсь быть отзывчивым","Мен ықыласты болуға тырысамын","I try to be responsive",scale,FALSE,
A_043,BIG5,Agreeableness,"Мне важно поддерживать взаимопонимание","Өзара түсіністікті сақтау маңызды","Maintaining mutual understanding is important to me",scale,FALSE,
A_044,BIG5,Agreeableness,"Я предпочитаю сотрудничество соперничеству","Бәсекеден гөрі ынтымақтастықты қалаймын","I prefer cooperation over competition",scale,FALSE,
A_045,BIG5,Agreeableness,"Мне легко проявлять доброжелательность","Доброжелательность көрсету оңай","I easily show friendliness",scale,FALSE,
A_046,BIG5,Agreeableness,"Я стараюсь избегать резких слов","Қатты сөздерден аулақ болуға тырысамын","I try to avoid harsh words",scale,FALSE,
A_047,BIG5,Agreeableness,"Мне важно помогать тем, кто просит","Көмек сұрағандарға көмектесу маңызды","It is important to help those who ask",scale,FALSE,
A_048,BIG5,Agreeableness,"Я проявляю терпимость к различиям","Айырмашылықтарға төзімдімін","I am tolerant of differences",scale,FALSE,
A_049,BIG5,Agreeableness,"Мне нравится поддерживать других эмоционально","Эмоционалды қолдауды ұнатамын","I like providing emotional support",scale,FALSE,
A_050,BIG5,Agreeableness,"Я стараюсь создавать комфортную атмосферу","Ыңғайлы атмосфера құруға тырысамын","I try to create a comfortable atmosphere",scale,FALSE,
A_051,BIG5,Agreeableness,"Мне важно быть честным с людьми","Адамдармен адал болу маңызды","It is important to be honest with people",scale,FALSE,
A_052,BIG5,Agreeableness,"Я часто выражаю благодарность","Мен жиі алғыс білдіремін","I often express gratitude",scale,FALSE,
A_053,BIG5,Agreeableness,"Мне нравится делиться опытом","Тәжірибемен бөліскенді ұнатамын","I like sharing experience",scale,FALSE,
A_054,BIG5,Agreeableness,"Я стараюсь поддерживать справедливость","Әділдікті сақтауға тырысамын","I try to maintain fairness",scale,FALSE,
A_055,BIG5,Agreeableness,"Мне важно быть внимательным к настроению других","Басқалардың көңіл-күйіне мұқият болу маңызды","It is important to be attentive to others' moods",scale,FALSE,
A_056,BIG5,Agreeableness,"Я готов оказать помощь без просьбы","Өтінішсіз де көмектесуге дайынмын","I am ready to help without being asked",scale,FALSE,
A_057,BIG5,Agreeableness,"Мне нравится поддерживать позитив","Позитивті қолдауды ұнатамын","I like maintaining positivity",scale,FALSE,
A_058,BIG5,Agreeableness,"Я стараюсь быть терпимым","Мен төзімді болуға тырысамын","I try to be tolerant",scale,FALSE,
A_059,BIG5,Agreeableness,"Мне важно быть полезным обществу","Қоғамға пайдалы болу маңызды","It is important to be useful to society",scale,FALSE,
A_060,BIG5,Agreeableness,"Я проявляю участие к чужим переживаниям","Басқалардың уайымына жанашырлық танытамын","I show concern for others' worries",scale,FALSE,
A_061,BIG5,Agreeableness,"Мне нравится поддерживать согласие","Келісімді сақтауды ұнатамын","I like maintaining agreement",scale,FALSE,
A_062,BIG5,Agreeableness,"Я стараюсь говорить уважительно","Құрметпен сөйлеуге тырысамын","I try to speak respectfully",scale,FALSE,
A_063,BIG5,Agreeableness,"Мне важно быть надежным другом","Сенімді дос болу маңызды","It is important to be a reliable friend",scale,FALSE,
A_064,BIG5,Agreeableness,"Я часто проявляю доброту","Мен жиі мейірімділік танытамын","I often show kindness",scale,FALSE,
A_065,BIG5,Agreeableness,"Мне нравится мирное решение споров","Дауларды бейбіт шешуді ұнатамын","I like peaceful conflict resolution",scale,FALSE,
A_066,BIG5,Agreeableness,"Я стараюсь быть открытым к людям","Мен адамдарға ашық болуға тырысамын","I try to be open to people",scale,FALSE,
A_067,BIG5,Agreeableness,"Мне важно поддерживать взаимную помощь","Өзара көмекті сақтау маңызды","Maintaining mutual help is important to me",scale,FALSE,
A_068,BIG5,Agreeableness,"Я проявляю дружелюбие даже к незнакомым","Бейтаныстарға да достық танытамын","I show friendliness even to strangers",scale,FALSE,
A_069,BIG5,Agreeableness,"Мне нравится быть частью команды","Команданың бір бөлігі болуды ұнатамын","I like being part of a team",scale,FALSE,
A_070,BIG5,Agreeableness,"Я стараюсь учитывать эмоции людей","Адамдардың эмоцияларын ескеруге тырысамын","I try to consider people's emotions",scale,FALSE,
A_071,BIG5,Agreeableness,"Мне важно быть добросердечным","Жүрегі кең болу маңызды","It is important to be warm-hearted",scale,FALSE,
A_072,BIG5,Agreeableness,"Я люблю поддерживать других словом","Сөзбен қолдауды ұнатамын","I like supporting others with words",scale,FALSE,
A_073,BIG5,Agreeableness,"Мне нравится помогать без ожидания выгоды","Пайда күтпей көмектесуді ұнатамын","I like helping without expecting rewards",scale,FALSE,
A_074,BIG5,Agreeableness,"Я стараюсь избегать критики","Сынды азайтуға тырысамын","I try to avoid criticism",scale,FALSE,
A_075,BIG5,Agreeableness,"Мне важно заботиться о благополучии других","Басқалардың әл-ауқатын ойлау маңызды","Caring about others' well-being is important to me",scale,FALSE,
A_076,BIG5,Agreeableness,"Я проявляю внимание к деталям общения","Қарым-қатынаста ұсақ-түйекке мән беремін","I pay attention to social details",scale,FALSE,
A_077,BIG5,Agreeableness,"Мне нравится поддерживать доверительные отношения","Сенімді қарым-қатынас орнатуды ұнатамын","I like building trusting relationships",scale,FALSE,
A_078,BIG5,Agreeableness,"Я стараюсь быть деликатным","Мен әдепті болуға тырысамын","I try to be delicate",scale,FALSE,
A_079,BIG5,Agreeableness,"Мне важно понимать других","Басқаларды түсіну маңызды","It is important to understand others",scale,FALSE,
A_080,BIG5,Agreeableness,"Я охотно делюсь поддержкой","Қолдауды ықыласпен бөлісемін","I willingly provide support",scale,FALSE,
A_081,BIG5,Agreeableness,"Мне нравится сохранять добрые отношения","Жақсы қарым-қатынасты сақтауды ұнатамын","I like maintaining good relationships",scale,FALSE,
A_082,BIG5,Agreeableness,"Я стараюсь быть спокойным в спорах","Дауларда сабырлы болуға тырысамын","I try to stay calm in conflicts",scale,FALSE,
A_083,BIG5,Agreeableness,"Мне важно проявлять участие","Қатысу мен жанашырлық көрсету маңызды","Showing involvement is important to me",scale,FALSE,
A_084,BIG5,Agreeableness,"Я проявляю доброжелательность к коллегам","Әріптестерге мейірімдімін","I am friendly to colleagues",scale,FALSE,
A_085,BIG5,Agreeableness,"Мне нравится помогать новичкам","Жаңадан келгендерге көмектесуді ұнатамын","I like helping newcomers",scale,FALSE,
A_086,BIG5,Agreeableness,"Я стараюсь учитывать чужие потребности","Басқалардың қажеттіліктерін ескеруге тырысамын","I try to consider others' needs",scale,FALSE,
A_087,BIG5,Agreeableness,"Мне важно быть добрым человеком","Жақсы адам болу маңызды","It is important to be a kind person",scale,FALSE,
A_088,BIG5,Agreeableness,"Я люблю работать в дружной среде","Достық ортада жұмыс істегенді ұнатамын","I like working in a friendly environment",scale,FALSE,
A_089,BIG5,Agreeableness,"Мне нравится делиться временем с другими","Уақытымды басқалармен бөліскенді ұнатамын","I like sharing my time with others",scale,FALSE,
A_090,BIG5,Agreeableness,"Я стараюсь избегать обид","Реніштерден аулақ болуға тырысамын","I try to avoid causing offense",scale,FALSE,
A_091,BIG5,Agreeableness,"Мне важно поддерживать уважительное общение","Құрметті қарым-қатынасты сақтау маңызды","Maintaining respectful communication is important to me",scale,FALSE,
A_092,BIG5,Agreeableness,"Я проявляю сочувствие к трудностям людей","Адамдардың қиындықтарына жанашырлық танытамын","I show compassion for people's difficulties",scale,FALSE,
A_093,BIG5,Agreeableness,"Мне нравится работать вместе ради общего результата","Ортақ нәтиже үшін бірге жұмыс істеуді ұнатамын","I like working together for common results",scale,FALSE,
A_094,BIG5,Agreeableness,"Я стараюсь быть внимательным слушателем","Мұқият тыңдаушы болуға тырысамын","I try to be an attentive listener",scale,FALSE,
